ts,o,h,l,c,v
1746950400000,103380.0,104029.1,103370.1,103817.4,186.37439854
1746954000000,103817.4,104480.0,103817.3,104351.4,216.74082817
1746957600000,104351.4,104663.9,104193.5,104647.8,185.38848058
1746961200000,104644.8,104785.7,104362.9,104656.0,190.9834495
1746964800000,104656.1,104900.0,104514.0,104582.0,619.08120219
1746968400000,104582.0,104655.7,103948.5,103975.3,639.96365919
1746972000000,103975.4,104295.2,103783.1,104165.9,284.86037443
1746975600000,104165.9,104688.0,103900.0,104134.6,295.44882862
1746979200000,104134.7,104175.2,103750.1,103992.0,193.79245007
1746982800000,103992.0,104160.0,103791.3,104034.3,81.76438095
1746986400000,104034.4,104833.2,103850.7,104528.6,174.55332304
1746990000000,104528.7,104657.9,104357.6,104416.0,80.17108758
1746993600000,104416.1,104450.0,104152.7,104266.9,64.92431715
1746997200000,104267.0,104397.9,103950.0,104363.9,121.83324497
1747000800000,104363.9,104590.0,103571.4,103792.0,312.10509019
1747004400000,103794.1,104145.0,103764.8,104126.0,238.36439774
1747008000000,104126.9,104638.0,104060.6,104593.3,205.50808122
1747011600000,104593.3,105150.0,103754.0,103988.5,546.63937878
1747015200000,103988.5,104210.0,103714.0,103900.2,234.89503397
1747018800000,103900.2,104100.0,103716.4,104099.9,101.47633937
1747022400000,104100.0,104170.0,103818.1,104062.5,101.62326651
1747026000000,104062.5,104080.0,103750.0,103949.8,133.8108029
1747029600000,103949.9,104412.0,103802.3,104381.5,181.35782818
1747033200000,104381.5,105850.0,104164.1,104481.1,1944.34557165
1747036800000,104481.1,104736.5,104060.8,104608.9,374.37380996
1747040400000,104608.9,104671.9,104361.4,104455.0,151.52920948
1747044000000,104456.0,104557.8,104161.0,104528.9,138.18820117
1747047600000,104528.9,104633.3,103626.2,103767.8,454.578016
1747051200000,103767.8,104146.0,103724.1,103888.3,261.35463898
1747054800000,103888.3,104651.8,103674.0,104326.3,613.94022439
1747058400000,104326.4,104390.0,102580.0,102814.4,1315.89623174
1747062000000,102814.5,103216.0,102391.0,102520.1,603.23531108
1747065600000,102520.1,103075.0,102420.1,102846.1,324.58767802
1747069200000,102846.1,103082.1,102535.0,102558.0,169.59302888
1747072800000,102558.0,102660.0,100733.0,101624.9,983.49416799
1747076400000,101625.0,102116.5,101485.7,101859.5,243.30367988
1747080000000,101858.0,102895.2,101775.7,102682.0,143.41326733
1747083600000,102684.0,102754.3,102352.6,102500.1,76.86548361
1747087200000,102500.0,102936.5,102350.1,102865.4,115.01882584
1747090800000,102865.5,103136.9,102788.1,102790.0,143.67780713
1747094400000,102790.1,102790.1,102177.4,102273.8,135.97688861
1747098000000,102273.9,102717.9,102073.2,102390.8,247.0067548
1747101600000,102390.8,102702.9,101691.3,102060.0,319.85461261
1747105200000,102058.3,102164.9,101418.1,101713.5,468.8432815
1747108800000,101713.4,102765.9,101613.4,102730.0,383.62845482
1747112400000,102728.3,102728.3,102229.4,102464.0,353.82033368
1747116000000,102464.1,102678.0,102322.5,102544.3,142.74751505
1747119600000,102544.3,102950.0,102544.2,102670.0,212.92665463
1747123200000,102669.9,102954.0,102540.1,102712.0,220.24163223
1747126800000,102712.1,103519.2,102712.1,103456.2,390.65154915
1747130400000,103456.3,103614.4,103261.9,103560.0,122.23567564
1747134000000,103559.9,103834.1,103449.9,103724.9,313.66720072
1747137600000,103729.8,103987.9,103320.0,103688.0,543.10439004
1747141200000,103687.9,103928.5,103392.8,103717.0,343.45997813
1747144800000,103718.1,103752.0,102804.1,103203.8,821.21604972
1747148400000,103204.0,103880.0,103150.0,103685.6,321.55111362
1747152000000,103685.5,104408.1,103534.9,103730.0,542.68953798
1747155600000,103730.0,104304.3,103706.1,104258.8,262.57003884
1747159200000,104258.9,104428.0,104075.0,104366.0,246.0706238
1747162800000,104366.0,104986.0,104156.1,104788.7,527.05914365
1747166400000,104788.7,104934.1,104387.0,104554.4,151.28247039
1747170000000,104553.8,104618.1,104178.2,104340.0,137.5786119
1747173600000,104339.9,104437.5,104100.0,104133.9,130.17741271
1747177200000,104133.9,104293.4,103875.6,104127.7,142.8104205
1747180800000,104122.3,104129.4,103771.8,103924.5,186.53979865
1747184400000,103923.3,104083.9,103700.0,103728.1,211.4512902
1747188000000,103728.1,103800.0,103500.0,103716.4,206.44741766
1747191600000,103716.4,103785.1,103454.0,103593.2,96.74099369
1747195200000,103593.2,103862.0,103464.1,103758.9,198.59676655
1747198800000,103759.0,103995.9,103704.1,103905.9,284.76937902
1747202400000,103906.0,103972.0,103666.0,103754.1,210.05438896
1747206000000,103754.1,103804.0,103388.0,103713.9,318.97599732
1747209600000,103711.9,103885.0,103201.5,103207.5,441.3149736
1747213200000,103207.6,103500.0,102856.9,103484.8,437.25265964
1747216800000,103484.9,103933.2,103456.8,103712.4,283.2285227
1747220400000,103712.5,104155.9,103712.5,103956.0,181.31971697
1747224000000,103955.9,104212.0,103908.0,104000.0,198.79171524
1747227600000,104000.1,104357.6,103486.2,103967.8,345.97961077
1747231200000,103967.8,103971.5,102902.0,103265.2,481.60722146
1747234800000,103263.8,103555.4,102851.0,103518.0,250.73757075
1747238400000,103518.1,103617.6,103174.0,103371.4,131.35543161
1747242000000,103371.5,103439.9,102608.3,103266.1,258.17961278
1747245600000,103266.2,103540.0,103035.7,103528.0,164.03613903
1747249200000,103528.0,103724.1,103250.0,103329.6,163.02936813
1747252800000,103330.0,103660.0,103296.8,103558.1,62.47265821
1747256400000,103558.1,103671.6,103425.4,103650.0,87.21864284
1747260000000,103650.1,103662.0,103429.2,103511.5,55.7856519
1747263600000,103511.5,103616.0,103345.2,103500.0,97.80917443
1747267200000,103500.1,103867.9,103485.5,103799.9,79.15045769
1747270800000,103800.0,103800.0,102968.0,103036.0,217.9154418
1747274400000,103034.3,103212.3,102903.8,103050.6,117.03622044
1747278000000,103050.7,103148.6,102710.0,102742.0,296.49610529
1747281600000,102742.1,102970.0,102700.1,102899.9,101.17937092
1747285200000,102899.9,102931.9,102327.0,102373.9,302.9655737
1747288800000,102373.9,102689.9,102137.3,102256.0,221.34336087
1747292400000,102256.0,102460.0,101721.4,101788.0,708.04499316
1747296000000,101788.0,102330.9,101757.9,102267.9,269.23369235
1747299600000,102267.8,102267.8,101505.2,101820.9,278.45543228
1747303200000,101820.8,101933.9,101603.3,101813.7,145.07969371
1747306800000,101813.7,102443.9,101786.0,102375.9,291.61506909
1747310400000,102375.9,102838.1,102268.1,102564.0,751.99170297
1747314000000,102564.0,102800.0,101556.2,102145.9,387.71018548
1747317600000,102145.9,102399.9,101355.2,101989.2,444.72148811
1747321200000,101989.2,103288.0,101920.8,103254.9,450.44193525
1747324800000,103254.1,103846.0,103026.6,103838.0,395.0988796
1747328400000,103838.0,104195.7,103651.6,103969.1,284.3375494
1747332000000,103969.2,104016.9,102647.0,102696.0,544.25340482
1747335600000,102696.0,103237.1,102555.1,103161.5,214.14429785
1747339200000,103160.0,103493.2,102888.0,103440.8,216.04716662
